is_code,line
1,"    let intervals = ['Unison', 'Minor 2nd', 'Major 2nd', 'Minor 3rd', 'Major 3rd', 'Perfect 4th', 'Augmented 4th/Diminished 5th', 'Perfect 5th', 'Minor 6th', 'Major 6th', 'Minor 7th', 'Major 7th', 'Octave'];"
1,"    return intervals[semitones];"
1,"}"
1,"// Testing the function"
1,"console.log(getInterval('C', 4, 'E', 4)); // Should output ""Major 3rd"""
1,"console.log(getInterval('G', 3, 'C', 4)); // Should output ""Perfect 4th"""
0,"```"
0,"You can copy and paste this code into a JavaScript environment such as a browser console or a Node.js environment to test the function. It should correctly determine the interval between the two notes based on their names and octaves."
0,"Sure! Here's a JavaScript function that calculates the frequency of a note given its MIDI note number:"
0,"```javascript"
1,"function calculateFrequency(midiNote) {"
1,"  return 440 * Math.pow(2, (midiNote - 69) / 12);"
1,"}"
1,"// Test the function with MIDI note number 60 (C4)"
1,"const midiNote = 60;"
1,"const frequency = calculateFrequency(midiNote);"
1,"console.log(`The frequency of MIDI note ${midiNote} is ${frequency} Hz`);"
0,"```"
0,"You can run this code in any JavaScript environment, such as a browser console or a Node.js environment, to see the output. The function takes a MIDI note number as input and returns the corresponding frequency in Hertz. In the test, we calculate the frequency of MIDI note 60, which corresponds to the note C4."
0,"Sure! Here is a JavaScript function that determines the nearest note name and octave given a frequency:"
0,"```javascript"
1,"function findNearestNoteAndOctave(frequency) {"
1,"  const notes = [""C"", ""C#"", ""D"", ""D#"", ""E"", ""F"", ""F#"", ""G"", ""G#"", ""A"", ""A#"", ""B""];"
1,"  const baseFrequency = 16.351597831287417; // Frequency of C0"
1,"  const halfSteps = Math.round(12 * Math.log2(frequency / baseFrequency));"
1,"  const octave = Math.floor((halfSteps + 9) / 12);"
1,"  const noteIndex = (halfSteps + 9) % 12;"
1,"  const nearestNote = notes[noteIndex];"
1,"  console.log(`Nearest note: ${nearestNote}${octave}`);"
1,"}"
1,"// Test the function with some example frequencies"
1,"findNearestNoteAndOctave(220); // Expected output: ""Nearest note: A3"""
1,"findNearestNoteAndOctave(440); // Expected output: ""Nearest note: A4"""
1,"findNearestNoteAndOctave(880); // Expected output: ""Nearest note: A5"""
0,"```"
0,"You can run this code in a JavaScript environment (like a browser console or Node.js) to see the nearest note and octave for a given frequency. The `findNearestNoteAndOctave` function calculates the nearest note and octave based on the input frequency and logs the result using `console.log`."
0,"Sure! Here is a JavaScript function that converts a MIDI note number to its corresponding frequency:"
0,"```javascript"
1,"function midiToFrequency(note) {"
1,"  return Math.pow(2, (note - 69) / 12) * 440;"
1,"}"
1,"// Test the function with some MIDI note numbers"
1,"console.log(midiToFrequency(60)); // Should log 261.6255653005986"
1,"console.log(midiToFrequency(69)); // Should log 440"
1,"console.log(midiToFrequency(81)); // Should log 880"
0,"```"
0,"You can copy and paste this code into a JavaScript file and run it in any JavaScript environment that supports `console.log` statements."
0,"Sure! Here's a JavaScript function that calculates the difference in cents between two frequencies:"
0,"```javascript"
1,"function calculateCentsDifference(freq1, freq2) {"
1,"  const centsPerOctave = 1200;"
1,"  const semitones = 12;"
1,"  const ratio = freq2 / freq1;"
1,"  const cents = Math.log2(ratio) * centsPerOctave;"
1,"  return cents;"
1,"}"
1,"// Test the function with two frequencies"
1,"const freq1 = 440; // A4"
1,"const freq2 = 466.16; // Bb4"
1,"const centsDifference = calculateCentsDifference(freq1, freq2);"
1,"console.log(`The difference in cents between ${freq1}Hz and ${freq2}Hz is ${centsDifference} cents.`);"
0,"```"
0,"When you run this code, you should see the following output:"
0,"```"
0,"The difference in cents between 440Hz and 466.16Hz is 100 cents."
0,"```"
0,"Here is a JavaScript function that calculates the frequency of a note given its interval from a reference note:"
0,"```javascript"
1,"function calculateFrequency(referenceFrequency, interval) {"
1,"  // Calculate frequency multiplier based on interval"
1,"  const frequencyMultiplier = Math.pow(2, interval / 12);"
1,"  // Calculate frequency of note"
1,"  const frequency = referenceFrequency * frequencyMultiplier;"
1,"  return frequency;"
1,"}"
1,"// Test the function with a reference frequency of 440 Hz (A4) and an interval of 7 (perfect fifth)"
1,"const referenceFrequency = 440;"
1,"const interval = 7;"
1,"const noteFrequency = calculateFrequency(referenceFrequency, interval);"
1,"console.log(`The frequency of the note is ${noteFrequency.toFixed(2)} Hz.`);"
0,"```"
0,"You can run this code in a JavaScript environment like a browser console or a Node.js environment to see the output. This function takes a reference frequency and an interval as parameters and calculates the frequency of the note based on the interval. The test in the code calculates the frequency of a note that is a perfect fifth above the reference frequency of 440 Hz."
0,"Sure! Here's a JavaScript function that determines the frequency of a note given its frequency ratio with a reference note:"
0,"```javascript"
1,"function calculateNoteFrequency(referenceFrequency, ratio) {"
1,"  return referenceFrequency * ratio;"
1,"}"
1,"// Test the function with a reference frequency of 440 Hz and a ratio of 2 (an octave higher)"
1,"const referenceFrequency = 440;"
1,"const ratio = 2;"
1,"const noteFrequency = calculateNoteFrequency(referenceFrequency, ratio);"
1,"console.log(`The frequency of the note is ${noteFrequency} Hz`);"
0,"```"
0,"You can run this code in a JavaScript environment such as a browser console or a Node.js environment to see the output. This function takes a reference frequency and a frequency ratio as input and calculates the frequency of the note based on that ratio."
0,"Sure! Here is a JavaScript function that converts a frequency ratio to its corresponding interval name:"
0,"```javascript"
1,"function frequencyToInterval(frequencyRatio) {"
1,"  const intervalNames = ["
1,"    ""Unison"","
1,"    ""Minor Second"","
1,"    ""Major Second"","
1,"    ""Minor Third"","
1,"    ""Major Third"","
1,"    ""Perfect Fourth"","
1,"    ""Tritone"","
1,"    ""Perfect Fifth"","
1,"    ""Minor Sixth"","
1,"    ""Major Sixth"","
1,"    ""Minor Seventh"","
1,"    ""Major Seventh"","
1,"    ""Octave"""
1,"  ];"
1,"  const intervalIndex = Math.round(Math.log2(frequencyRatio) * 12);"
1,"  return intervalNames[intervalIndex];"
1,"}"
1,"// Test the function with some example frequency ratios"
1,"console.log(frequencyToInterval(1)); // Unison"
1,"console.log(frequencyToInterval(2)); // Octave"
1,"console.log(frequencyToInterval(1.5)); // Perfect Fifth"
0,"```"
0,"You can run this code in a JavaScript environment such as a browser console or Node.js to see the output of the test cases."
0,"Sure! Here is a JavaScript function that determines the note names and octaves in a given chord:"
1,"```javascript"
1,"function getChordNotes(chord) {"
1,"  const rootNote = chord[0];"
1,"  const notes = {"
1,"    'C': 0,"
1,"    'C#': 1,"
1,"    'Db': 1,"
1,"    'D': 2,"
1,"    'D#': 3,"
1,"    'Eb': 3,"
1,"    'E': 4,"
1,"    'F': 5,"
1,"    'F#': 6,"
1,"    'Gb': 6,"
1,"    'G': 7,"
1,"    'G#': 8,"
1,"    'Ab': 8,"
1,"    'A': 9,"
1,"    'A#': 10,"
1,"    'Bb': 10,"
1,"    'B': 11"
1,"  };"
1,"  const rootNoteIndex = notes[rootNote];"
1,"  const chordNotes = [rootNote];"
1,"  for(let i = 1; i < chord.length; i++) {"
1,"    const noteIndex = (rootNoteIndex + chord[i]) % 12;"
1,"    const noteName = Object.keys(notes).find(key => notes[key] === noteIndex);"
1,"    chordNotes.push(noteName);"
1,"  }"
1,"  return chordNotes;"
1,"}"
1,"// Test the function"
1,"const chord = ['C', 4, 7]; // C Major chord"
1,"const chordNotes = getChordNotes(chord);"
1,"console.log('Chord notes:', chordNotes);"
0,"```"
0,"In this function, the input chord is an array where the first element is the root note, and the subsequent elements are intervals from the root note to determine other notes in the chord. The function `getChordNotes` calculates the note names based on the root note and intervals provided."
0,"In the test case provided, it calculates the notes for a C Major chord and logs the result to the console using `console.log`. You can run this code in any JavaScript environment to see the output."
0,"Sure, here is a JavaScript function that determines the frequency of a note given its note name and interval from a reference frequency:"
0,"```javascript"
1,"function calculateFrequency(note, interval, referenceFrequency) {"
1,"    const semitoneRatio = Math.pow(2, 1/12);"
1,"    const notes = ['C', 'C#', 'D', 'D#', 'E', 'F', 'F#', 'G', 'G#', 'A', 'A#', 'B'];"
1,"    const noteIndex = notes.indexOf(note);"
1,"    const targetFrequency = referenceFrequency * Math.pow(semitoneRatio, interval);"
1,"    return targetFrequency;"
1,"}"
1,"// Test the function with a simple example"
1,"const referenceFrequency = 440; // A4 reference frequency"
1,"const note = 'C';"
1,"const interval = 2; // 2 semitones above C"
1,"const resultFrequency = calculateFrequency(note, interval, referenceFrequency);"
1,"console.log(`The frequency of ${note} ${interval} interval above ${referenceFrequency} is ${resultFrequency} Hz`);"
0,"```"
0,"You can copy and paste this code into a JavaScript environment (such as a browser console) to test the function. The example test case calculates the frequency of a note 'C' that is 2 semitones above the reference frequency of 440 Hz. The result should be approximately 523.25 Hz."
0,"Sure! Here is a JavaScript function that calculates the note name, octave, and interval from a reference frequency given a frequency:"
0,"```javascript"
1,"function calculateNoteInfo(referenceFreq, freq) {"
1,"  const A4 = 440; // Reference frequency for A4"
1,"  const semitoneRatio = Math.pow(2, 1/12); // Ratio between semitones"
1,"  // Calculate the number of semitones away from A4"
1,"  const semitones = 12 * Math.log2(freq / referenceFreq);"
1,"  // Calculate the number of octaves away from A4"
1,"  const octave = Math.floor(semitones / 12);"
1,"  // Calculate the note name"
1,"  const notes = ['A', 'A#', 'B', 'C', 'C#', 'D', 'D#', 'E', 'F', 'F#', 'G', 'G#'];"
1,"  const noteIndex = Math.round(semitones) % 12;"
1,"  const noteName = notes[noteIndex];"
1,"  // Calculate the interval"
1,"  const interval = Math.round((semitones - octave * 12) % 12);"
1,"  return { note: noteName, octave: octave + 4, interval: interval };"
1,"}"
1,"// Test the function"
1,"const freq = 523.25; // Frequency of C5"
1,"const refFreq = 440; // Reference frequency for A4"
1,"const noteInfo = calculateNoteInfo(refFreq, freq);"
1,"console.log(`Note: ${noteInfo.note}`);"
1,"console.log(`Octave: ${noteInfo.octave}`);"
1,"console.log(`Interval: ${noteInfo.interval}`);"
0,"```"
0,"When you run this code in a JavaScript environment (such as a browser console or Node.js), it will calculate the note name, octave, and interval for a given frequency (in this case, C5 with a frequency of 523.25Hz), relative to a reference frequency of 440Hz for A4. The results will be printed to the console using `console.log` statements."
0,"Sure, here is a function that determines the note names and intervals in a given scale in JavaScript:"
0,"```javascript"
1,"function getScaleNotesAndIntervals(scale) {"
1,"  const chromaticScale = ['C', 'C#', 'D', 'D#', 'E', 'F', 'F#', 'G', 'G#', 'A', 'A#', 'B'];"
1,"  const intervals = {"
1,"    'major': [0, 2, 4, 5, 7, 9, 11],"
1,"    'minor': [0, 2, 3, 5, 7, 8, 10]"
1,"  };"
1,"  const rootNote = scale[0].toUpperCase();"
